M041814S,0,10
M041814S,0,21
M041814S,1,14
M041814S,0,21
M041814S,0,21
M041814S,0,16
M041814S,0,15
M041814S,0,13
M041814S,1,19
M042914S,0,17
M042914S,0,13
M042914S,0,16
M042914S,0,10
M042914S,0,21
M042914S,0,13
M042914S,0,22
M042914S,0,20
M042914S,0,16
M042714S,1,22
M042714S,1,18
M042714S,0,20
M042714S,0,16
M042714S,0,13
M042714S,0,13
M050115S,0,12
M050115S,0,21
M050115S,0,22
M050115S,0,18
